corpus_id,source_group,categorical_match,topology_match,auxiliary_shell_match,occt_solids,freecad_solids,occt_shells,freecad_shells,occt_faces,freecad_faces,occt_volume,freecad_volume,volume_relative_difference,volume_within_tolerance,occt_bbox_diagonal,freecad_bbox_diagonal,bbox_relative_difference,bbox_within_tolerance,comparison_pass
F010,Fusion360Gallery,True,True,True,1,1,1,1,17,17,2611.0633003927323,2611.0633003927323,0.0,True,33.166248249209666,33.166247903553995,1.0421910509728708e-08,True,True
F011,Fusion360Gallery,True,True,True,1,1,1,1,6,6,699.9999999999999,699.9999999999999,0.0,True,22.63294089154125,22.63294059551255,1.3079550724841423e-08,True,True
F012,Fusion360Gallery,True,True,True,1,1,1,1,20,20,75.49813702322284,75.49813702322284,0.0,True,20.31966778162369,20.319667538837564,1.1948331441015514e-08,True,True
F013,Fusion360Gallery,True,True,True,1,1,1,1,8,8,87.59536566119631,87.59536566119631,0.0,True,22.374426539749837,22.374426238049523,1.3484158531300977e-08,True,True
F014,Fusion360Gallery,True,True,True,1,1,1,1,6,6,79.9397989571182,79.9397989571182,0.0,True,22.374139943966487,22.374139671139897,1.2193835850125491e-08,True,True
F015,Fusion360Gallery,True,True,True,1,1,1,1,10,10,318.38733144016805,318.38733144016805,0.0,True,24.17403334086282,24.17403304864648,1.2088025927254444e-08,True,True
F016,Fusion360Gallery,True,True,True,1,1,1,1,25,25,814.0484504045208,814.0484504045208,0.0,True,33.93468024749902,33.934679901245566,1.0203527726648416e-08,True,True
F017,Fusion360Gallery,True,True,True,1,1,1,1,297,297,621.3032367699531,621.3032367699531,0.0,True,32.0260296856749,32.01562118716425,0.00032500121347559034,False,True
F018,Fusion360Gallery,True,True,True,1,1,1,1,5,5,3118.1869813938542,3118.1869813938542,0.0,True,31.687247503804223,31.68724716116976,1.081300801550185e-08,True,True
F019,Fusion360Gallery,True,True,True,1,1,1,1,14,14,252.87205178581954,252.87205178581954,0.0,True,25.024470817733437,25.02447052372018,1.1749029992505253e-08,True,True
F020,Fusion360Gallery,True,True,True,1,1,1,1,6,6,97.04253260484498,97.04253260484498,0.0,True,27.24179970437984,27.24179941263336,1.0709515684049358e-08,True,True
F021,Fusion360Gallery,True,True,True,1,1,1,1,8,8,100.3079814726563,100.3079814726563,0.0,True,21.484156664346933,21.45753281906268,0.0012392315742341712,False,True
F022,Fusion360Gallery,True,True,True,1,1,1,1,3,3,392.69908169872417,392.69908169872417,0.0,True,21.21320371843914,21.213203435596427,1.3333333171202527e-08,True,True
F023,Fusion360Gallery,True,True,True,1,1,1,1,9,9,404.5077471984371,404.5077471984371,0.0,True,28.722813546029922,28.722813232690143,1.0909090730618105e-08,True,True
F024,Fusion360Gallery,True,True,True,1,1,1,1,22,22,544.1746593056915,544.1746593056915,0.0,True,28.61118408627463,28.61118375303594,1.1647147744549508e-08,True,True
F025,Fusion360Gallery,True,True,True,1,1,1,1,14,14,335.53151995926765,335.53151995926765,0.0,True,24.465325465436774,24.4653251577801,1.2575212780438443e-08,True,True
F026,Fusion360Gallery,True,True,True,1,1,1,1,8,8,849.068132794371,849.068132794371,0.0,True,40.53541501584895,40.535414695240846,7.909333152735707e-09,True,True
F027,Fusion360Gallery,True,True,True,1,1,1,1,4,4,96.43022372177802,96.43022372177802,0.0,True,28.286156302533318,28.286156017400685,1.008028906869344e-08,True,True
F028,Fusion360Gallery,True,True,True,1,1,1,1,10,10,2621.8723874403704,2621.8723874403704,0.0,True,33.17294782466246,33.172947478999276,1.0420032113529656e-08,True,True
F029,Fusion360Gallery,True,True,True,1,1,1,1,26,26,5118.751551867557,5118.751551867557,0.0,True,32.82952635120471,32.82952600598701,1.0515463917046317e-08,True,True
F030,Fusion360Gallery,True,True,True,1,1,1,1,19,19,30.144027110130413,30.144027110130413,0.0,True,23.819689148325832,23.8133285562865,0.0002670308583678222,False,True
F031,Fusion360Gallery,True,True,True,1,1,1,1,10,10,1941.9705959403195,1941.9705959403195,0.0,True,25.537170352756906,25.53717002039283,1.3014914064560901e-08,True,True
F032,Fusion360Gallery,True,True,True,1,1,1,1,5,5,22.823275427439924,22.823275427439924,0.0,True,20.21830989543054,20.218309656137773,1.1835448569757907e-08,True,True
F033,Fusion360Gallery,True,True,True,1,1,1,1,79,79,494.3432233512892,494.3432233512892,0.0,True,23.72800286212033,23.728002541435004,1.3515057674488773e-08,True,True
F034,Fusion360Gallery,True,True,True,1,1,1,1,18,18,1.1093263878793906,1.1093263878793906,0.0,True,20.018136857039764,20.018136645183688,1.058320648452581e-08,True,True
F035,Fusion360Gallery,True,True,True,1,1,1,1,12,12,323.96943696866396,323.96943696866396,0.0,True,22.110832237214005,22.11083193570266,1.3636363499737276e-08,True,True
F036,Fusion360Gallery,True,True,True,1,1,1,1,8,8,1737.7128758619542,1737.7128758619542,0.0,True,27.795398273601116,27.795397951475476,1.1589171587653847e-08,True,True
F037,Fusion360Gallery,True,True,True,1,1,1,1,10,10,2.367542860194038,2.367542860194038,0.0,True,20.624030499472774,20.62403024027773,1.2567623195721426e-08,True,True
F038,Fusion360Gallery,True,True,True,1,1,1,1,9,9,1764.8173055905727,1764.8173055905727,0.0,True,31.388536319488367,31.38853599948246,1.0194992941399863e-08,True,True
F039,Fusion360Gallery,True,True,True,1,1,1,1,18,18,39.968028085742176,39.968028085742176,0.0,True,30.649209133669768,30.649208841654186,9.527671014929821e-09,True,True
F040,Fusion360Gallery,True,True,True,1,1,1,1,31,31,14.312803376638186,14.312803376638186,0.0,True,23.2051466771317,23.205146401656865,1.1871281817960771e-08,True,True
F041,Fusion360Gallery,True,True,True,1,1,1,1,18,18,837.8862092071441,837.8862092071441,0.0,True,22.6980179139118,22.698017610801628,1.3354037103805933e-08,True,True
F042,Fusion360Gallery,True,True,True,1,1,1,1,11,11,20.346820248717307,20.346820248717307,0.0,True,20.070826490211022,20.07082626735955,1.1103253395940333e-08,True,True
F043,Fusion360Gallery,True,True,True,1,1,1,1,30,30,414.5450508258548,414.5450508258548,0.0,True,28.69222252930983,28.69222221672683,1.0894346052885228e-08,True,True
F044,Fusion360Gallery,True,True,True,1,1,1,1,7,7,389.00121751333916,389.00121751333916,0.0,True,28.144658196121206,28.144657893860135,1.0739553814334098e-08,True,True
F045,Fusion360Gallery,True,True,True,1,1,1,1,6,6,963.5676317055345,963.5676317055345,0.0,True,28.659913517838817,28.659913206428243,1.0865719241561295e-08,True,True
F046,Fusion360Gallery,True,True,True,1,1,1,1,6,6,285.36454285097517,285.36454285097517,0.0,True,27.60480012018602,27.604799832101143,1.0436042847202837e-08,True,True
F047,Fusion360Gallery,True,True,True,1,1,1,1,8,8,139.75455534793957,139.75455534793957,0.0,True,28.324824813578758,28.324824520442597,1.0349089980526866e-08,True,True
F048,Fusion360Gallery,True,True,True,1,1,1,1,24,24,381.92776954595007,381.92776954595007,0.0,True,24.74028098854382,24.740280660372786,1.3264644553189158e-08,True,True
F049,Fusion360Gallery,True,True,True,1,1,1,1,9,9,23.76945835164166,23.76945835164166,0.0,True,20.095426988672592,20.095426762121964,1.1273740490864297e-08,True,True
F050,Fusion360Gallery,True,True,True,1,1,1,1,18,18,286.5426920548789,286.5426920548789,0.0,True,21.732908827349924,21.732908532621035,1.3561410060072916e-08,True,True
F051,Fusion360Gallery,True,True,True,1,1,1,1,10,10,18.647553005378633,18.647553005378633,0.0,True,20.263677747381593,20.26367750455558,1.19833139260228e-08,True,True
F052,Fusion360Gallery,True,True,True,1,1,1,1,40,40,19.90830743351772,19.90830743351772,0.0,True,20.342131195769586,20.33520732646499,0.00034037089024559404,False,True
F053,Fusion360Gallery,True,True,True,1,1,1,1,36,36,213.38553966675607,213.38553966675607,0.0,True,30.417786069287114,30.417785732700203,1.106546381991157e-08,True,True
F054,Fusion360Gallery,True,True,True,1,1,1,1,18,18,125.73773750720389,125.73773750720389,0.0,True,28.360649090456306,28.3606487937071,1.0463413781341845e-08,True,True
F055,Fusion360Gallery,True,True,True,1,1,1,1,4,4,565.2692663898649,565.2692663898649,0.0,True,23.573488448241534,23.573488128839852,1.3549190341223112e-08,True,True
F056,Fusion360Gallery,True,True,True,1,1,1,1,5,5,452.0402762665324,452.0402762665324,0.0,True,21.561282462916974,21.56128217172831,1.3505164480321488e-08,True,True
F057,Fusion360Gallery,True,True,True,1,1,1,1,50,50,59.29018738111699,59.29018738111699,0.0,True,24.606873692577118,24.60687341084312,1.1449402295160462e-08,True,True
F058,Fusion360Gallery,True,True,True,1,1,1,1,28,28,1118.6199850368048,1118.6199850368048,0.0,True,29.614632455882425,29.614632126474515,1.11231470191993e-08,True,True
F059,Fusion360Gallery,True,True,True,1,1,1,1,4,4,4417.864669110648,4417.864669110648,0.0,True,33.93468024749902,33.934679901245566,1.0203527726648416e-08,True,True
F060,Fusion360Gallery,True,True,True,1,1,1,1,12,12,699.9822989383965,699.9822989383965,0.0,True,22.649503614869797,22.64950330581225,1.364522387815362e-08,True,True
F061,Fusion360Gallery,True,True,True,1,1,1,1,3,3,4833.2194670612025,4833.2194670612025,0.0,True,32.19761501550057,32.197614671471264,1.0684931249031285e-08,True,True
F062,Fusion360Gallery,True,True,True,1,1,1,1,6,6,116.39553664015727,116.39553664015727,0.0,True,21.054298520321268,21.054298259937312,1.236725868226e-08,True,True
F063,Fusion360Gallery,True,True,True,1,1,1,1,178,178,92.7562867855462,92.7562867855462,0.0,True,21.94075688406328,21.940756613973036,1.2309978408263298e-08,True,True
F064,Fusion360Gallery,True,True,True,1,1,1,1,14,14,34.16680263465574,34.16680263465574,0.0,True,20.30065128574862,20.300651047204777,1.1750551293919564e-08,True,True
F065,Fusion360Gallery,True,True,True,1,1,1,1,12,12,611.9334440408837,611.9334440408837,0.0,True,23.828947265537458,23.828946953778512,1.3083202639885822e-08,True,True
F066,Fusion360Gallery,True,True,True,1,1,1,1,10,10,212.5194359974769,212.5194359974769,0.0,True,28.289299402031464,28.28929911546846,1.012973140000346e-08,True,True
F067,Fusion360Gallery,True,True,True,1,1,1,1,6,6,2938.5485194967346,2938.5485194967346,0.0,True,26.342254692904568,26.342254356988352,1.2751991796011636e-08,True,True
F068,Fusion360Gallery,True,True,True,1,1,1,1,3,3,251.32741228718345,251.32741228718345,0.0,True,20.784609960256653,20.784609690826528,1.2962962737739508e-08,True,True
F069,Fusion360Gallery,True,True,True,1,1,1,1,9,9,138.26560851258878,138.26560851258878,0.0,True,23.496951641279367,23.496951348131248,1.247600640236361e-08,True,True
F070,Fusion360Gallery,True,True,True,1,1,1,1,5,5,1434.2616771297244,1434.2616771297244,0.0,True,29.39387728866376,29.39387696206513,1.1111110916030381e-08,True,True
F071,Fusion360Gallery,True,True,True,1,1,1,1,8,8,223.19656042133528,223.19656042133528,0.0,True,20.73807970257296,20.73807943509571,1.2897879401125998e-08,True,True
F072,Fusion360Gallery,True,True,True,1,1,1,1,13,13,1946.3770953954518,1946.3770953954518,0.0,True,28.71677351099235,28.716773168733443,1.1918431828928906e-08,True,True
F073,Fusion360Gallery,True,True,True,1,1,1,1,10,10,95.99999999999456,95.99999999999456,0.0,True,23.36849189759578,23.368491607290352,1.2422942428016053e-08,True,True
F074,Fusion360Gallery,True,True,True,1,1,1,1,9,9,353.73717723703203,353.73717723703203,0.0,True,26.70148216402885,26.701472898433884,3.4700676569707344e-07,True,True
F075,Fusion360Gallery,True,True,True,1,1,1,1,11,11,394.3380711891853,394.3380711891853,0.0,True,27.082386928734042,27.082386635466463,1.0828719783149036e-08,True,True
F076,Fusion360Gallery,True,True,True,1,1,1,1,13,13,234.96235186393136,234.96235186393136,0.0,True,22.591311613637867,22.591311315166607,1.3211772085491483e-08,True,True
F077,Fusion360Gallery,True,True,True,1,1,1,1,10,10,1465.7232646192572,1465.7232646192572,0.0,True,25.22295290643024,25.222952575576254,1.311717891292267e-08,True,True
F078,Fusion360Gallery,True,True,True,1,1,1,1,6,6,292.91338582676207,292.91338582676207,0.0,True,22.306532746446592,22.306532466136066,1.2566297504697164e-08,True,True
F079,Fusion360Gallery,True,True,True,1,1,1,1,6,6,157.9717396698076,157.9717396698076,0.0,True,20.936059882518457,20.9360596175656,1.2655335224782833e-08,True,True
F080,Fusion360Gallery,True,True,True,1,1,1,1,5,5,1338.2813156438579,1338.2813156438579,0.0,True,24.04281030385117,24.042809980503208,1.3448842196599596e-08,True,True
F081,Fusion360Gallery,True,True,True,1,1,1,1,5,5,1984.5012897171919,1984.5012897171919,0.0,True,31.803823245617547,31.803822919172056,1.0264347420192248e-08,True,True
F082,Fusion360Gallery,True,True,True,1,1,1,1,4,4,3105.531944865853,3105.531944865853,0.0,True,32.20649502074579,32.206494689783426,1.0276261507381187e-08,True,True
F083,Fusion360Gallery,True,True,True,1,1,1,1,5,5,2.280623792269303,2.280623792269303,0.0,True,20.118207692462494,20.11813764409735,3.4818392481316847e-06,False,True
F084,Fusion360Gallery,True,True,True,1,1,1,1,14,14,1187.6359649151984,1187.6359649151984,0.0,True,23.833373520302015,23.83337319876619,1.3490990910142007e-08,True,True
F085,Fusion360Gallery,True,True,True,1,1,1,1,11,11,1.3524595363435097,1.3524595363435097,0.0,True,20.148968693386863,20.148968469029413,1.1134934664188383e-08,True,True
F086,Fusion360Gallery,True,True,True,1,1,1,1,3,3,1083.3078115826856,1083.3078115826856,0.0,True,28.49369445684848,28.493694151880824,1.0702987530217809e-08,True,True
F087,Fusion360Gallery,True,True,True,1,1,1,1,7,7,899.3891054680308,899.3891054680308,0.0,True,23.666660484360573,23.66666016412327,1.3531157121935489e-08,True,True
F088,Fusion360Gallery,True,True,True,1,1,1,1,20,20,109.0418166667196,109.0418166667196,0.0,True,24.66243567797808,24.662435391296793,1.1624208258637916e-08,True,True
F089,Fusion360Gallery,True,True,True,1,1,1,1,8,8,792.6366976764368,792.6366976764368,0.0,True,31.725968196512135,31.725966674558588,4.797185500769434e-08,True,True
F090,Fusion360Gallery,True,True,True,1,1,1,1,25,25,858.158914595529,858.158914595529,0.0,True,30.25378648641047,30.253734993343922,1.7020370845102654e-06,False,True
F091,Fusion360Gallery,True,True,True,1,1,1,1,26,26,410.19308611956853,410.19308611956853,0.0,True,21.180663596885548,21.18066331857808,1.3139695386082338e-08,True,True
F092,Fusion360Gallery,True,True,True,1,1,1,1,6,6,163.26530612248996,163.26530612248996,0.0,True,21.28967650112107,21.2896762321067,1.2635906802098617e-08,True,True
F093,Fusion360Gallery,True,True,True,1,1,1,1,6,6,292.72083478893427,292.72083478893427,0.0,True,24.32047770074725,24.32047737534532,1.3379750808441173e-08,True,True
F094,Fusion360Gallery,True,True,True,1,1,1,1,32,32,506.1253807161572,506.1253807161572,0.0,True,29.30486313168176,29.30161728897475,0.00011076123073581467,False,True
F095,Fusion360Gallery,True,True,True,1,1,1,1,16,16,149.54552340335087,149.54552340335087,0.0,True,28.30365395112297,28.29559821779573,0.0002846181394512105,False,True
F096,Fusion360Gallery,True,True,True,1,1,1,1,16,16,899.9653141970689,899.9653141970689,0.0,True,25.365220932457646,25.365220611303716,1.2661191912003898e-08,True,True
F097,Fusion360Gallery,True,True,True,1,1,1,1,6,6,639.9999999999999,639.9999999999999,0.0,True,21.908902592325344,21.908902300206645,1.3333333231863642e-08,True,True
F098,Fusion360Gallery,True,True,True,1,1,1,1,6,6,121.52308938698357,121.52308938698357,0.0,True,22.272970898357855,22.27297062534778,1.2257461048236144e-08,True,True
F099,Fusion360Gallery,True,True,True,1,1,1,1,120,120,9.429856666740623,9.429856666740623,0.0,True,20.13493501805985,20.1347053805716,1.1404928202837875e-05,False,True
F100,Fusion360Gallery,True,True,True,1,1,1,1,22,22,8.485324685533529,8.485324685533529,0.0,True,20.190970645102745,20.169862475116865,0.001045426213375196,False,True
F101,Fusion360Gallery,True,True,True,1,1,1,1,8,8,2946.9178811442243,2946.9178811442243,0.0,True,30.985902335447832,30.985901991773993,1.1091296806154965e-08,True,True
F102,Fusion360Gallery,True,True,True,1,1,1,1,18,18,23.752868027704285,23.752868027704285,0.0,True,22.094862962372204,22.09486268329245,1.263097913574839e-08,True,True
F103,Fusion360Gallery,True,True,True,1,1,1,1,42,42,493.83576949181145,493.83576949181145,0.0,True,24.252311695679815,24.25231139677636,1.2324740776335929e-08,True,True
F104,Fusion360Gallery,True,True,True,1,1,1,1,6,6,117.33333333333324,117.33333333333324,0.0,True,24.80465934331245,24.80465906056987,1.139876904620534e-08,True,True
F105,Fusion360Gallery,True,True,True,1,1,1,1,24,24,867.2975996580939,867.2975996580939,0.0,True,24.36490149794997,24.364901172236703,1.3368133918516682e-08,True,True
F106,Fusion360Gallery,True,True,True,1,1,1,1,5,5,329.8849448700132,329.8849448700132,0.0,True,23.12962371523653,23.129623418138774,1.2844902270449327e-08,True,True
F107,Fusion360Gallery,True,True,True,1,1,1,1,10,10,533.8813770407415,533.8813770407415,0.0,True,23.653057631609965,23.653057311506377,1.3533285762296925e-08,True,True
F108,Fusion360Gallery,True,True,True,1,1,1,1,4,4,35.348228084268044,35.348228084268044,0.0,True,28.289530517124863,28.2895302304785,1.0132595222263714e-08,True,True
F109,Fusion360Gallery,True,True,True,1,1,1,1,26,26,1712.5118412556872,1712.5118412556872,0.0,True,26.01641214316229,26.01641181388772,1.2656417359342903e-08,True,True
F110,Fusion360Gallery,True,True,True,1,1,1,1,4,4,1648.0949500447862,1648.0949500447862,0.0,True,26.07276943439031,26.072769099516687,1.2843807137865073e-08,True,True
F111,Fusion360Gallery,True,True,True,1,1,1,1,16,16,444.4444444444413,444.4444444444413,0.0,True,29.668955721094182,29.66895538404154,1.136044850184763e-08,True,True
F112,Fusion360Gallery,True,True,True,1,1,1,1,5,5,428.6266747726259,428.6266747726259,0.0,True,23.545072997082624,23.545072677941334,1.3554482903281647e-08,True,True
F113,Fusion360Gallery,True,True,True,1,1,1,1,44,44,114.32574924110057,114.32574924110057,0.0,True,20.649112662282825,20.64911240468041,1.2475229326123515e-08,True,True
F114,Fusion360Gallery,True,True,True,1,1,1,1,8,8,926.9975233080991,926.9975233080991,0.0,True,26.883020346366237,26.883020040064764,1.1393863826599467e-08,True,True
F115,Fusion360Gallery,True,True,True,1,1,1,1,17,17,133.50918326117628,133.50918326117628,0.0,True,20.978491880661217,20.978491608996546,1.29496759227735e-08,True,True
F116,Fusion360Gallery,True,True,True,1,1,1,1,19,19,0.0024422159755995952,0.0024422159755995952,0.0,True,20.261714863454795,20.261714633993815,1.1324854857597705e-08,True,True
F117,Fusion360Gallery,True,True,True,1,1,1,1,3,3,7.859670096960547,7.859670096960547,0.0,True,304.1944503765572,304.19445013866465,7.820410589639008e-10,True,True
F118,Fusion360Gallery,True,True,True,1,1,1,1,6,6,35.555555555555586,35.555555555555586,0.0,True,20.088692456758412,20.088692231092484,1.123348018275208e-08,True,True
F119,Fusion360Gallery,True,True,True,1,1,1,1,11,11,208.80160901337504,208.80160901337504,0.0,True,22.055768735820678,22.05576843529602,1.3625671415192737e-08,True,True
F120,Fusion360Gallery,True,True,True,1,1,1,1,10,10,125.16251249901137,125.16251249901137,0.0,True,28.286041793334064,28.286041508271513,1.0077852299890576e-08,True,True
F121,Fusion360Gallery,True,True,True,1,1,1,1,18,18,669.6874604262729,669.6874604262729,0.0,True,21.937411228408088,21.93741093211059,1.3506493253702415e-08,True,True
F122,Fusion360Gallery,True,True,True,1,1,1,1,4,4,3.9400640099171715,3.9400640099171715,0.0,True,20.015671087631475,20.015670877172138,1.0514727992254064e-08,True,True
F123,Fusion360Gallery,True,True,True,1,1,1,1,12,12,27.843924525666754,27.843924525666754,0.0,True,20.826444496327817,20.821290007580092,0.0002474972983810572,False,True
F124,Fusion360Gallery,True,True,True,1,1,1,1,4,4,326.00356671867917,326.00356671867917,0.0,True,28.512801638693286,28.51280133284642,1.072665084643282e-08,True,True
F125,Fusion360Gallery,True,True,True,1,1,1,1,18,18,45.326337177153825,45.326337177153825,0.0,True,20.527038677415508,20.527038418869225,1.2595400978808265e-08,True,True
F126,Fusion360Gallery,True,True,True,1,1,1,1,12,12,179.6881306106388,179.6881306106388,0.0,True,22.32683870623981,22.32683840634727,1.3431930127481349e-08,True,True
F127,Fusion360Gallery,True,True,True,1,1,1,1,85,85,189.62569188229153,189.62569188229153,0.0,True,23.25532988772397,23.25532960609839,1.2110152076172369e-08,True,True
F128,Fusion360Gallery,True,True,True,1,1,1,1,102,102,114.1653173366888,114.1653173366888,0.0,True,27.656974870530796,27.65697458198181,1.0433136196020398e-08,True,True
F129,Fusion360Gallery,True,True,True,1,1,1,1,6,6,6.894386916198951,6.894386916198951,0.0,True,20.019803935006195,20.01980372304242,1.0587704904446439e-08,True,True
F130,Fusion360Gallery,True,True,True,1,1,1,1,4,4,308.1850904864959,308.1850904864959,0.0,True,26.788931254492518,26.78893095556118,1.1158763062747196e-08,True,True
F131,Fusion360Gallery,True,True,True,1,1,1,1,38,38,640.3404667264258,640.3404667264258,0.0,True,29.247384301393684,29.247383969649302,1.1342702577443684e-08,True,True
F132,Fusion360Gallery,True,True,True,1,1,1,1,1,1,1143.4351254126034,1143.4351254126034,0.0,True,29.011140406965307,29.011140086720115,1.1038697122901706e-08,True,True
F133,Fusion360Gallery,True,True,True,1,1,1,1,32,32,3.560793619112402,3.560793619112402,0.0,True,23.711919376497985,23.71191909999528,1.1660916141366365e-08,True,True
F134,Fusion360Gallery,True,True,True,1,1,1,1,10,10,40.638681854491374,40.638681854491374,0.0,True,20.928873884905183,20.928873631298973,1.2117527737271064e-08,True,True
F135,Fusion360Gallery,True,True,True,1,1,1,1,5,5,1936.348193272821,1936.348193272821,0.0,True,26.254090553099584,26.25409021750875,1.2782420806613984e-08,True,True
F136,Fusion360Gallery,True,True,True,1,1,1,1,25,25,894.7559610345638,894.7559610345638,0.0,True,23.425634359051354,23.425634048591142,1.3253011954619108e-08,True,True
F137,Fusion360Gallery,True,True,True,1,1,1,1,6,6,679.5061728395075,679.5061728395075,0.0,True,22.44884474819128,22.448844453199605,1.3140617205035993e-08,True,True
F138,Fusion360Gallery,True,True,True,1,1,1,1,70,70,362.23114339536323,362.23114339536323,0.0,True,21.279164935366893,21.279164651130067,1.3357517879068563e-08,True,True
F139,Fusion360Gallery,True,True,True,1,1,1,1,15,15,857.3959394667917,857.3959394667917,0.0,True,22.110832237214005,22.11083193570266,1.3636363499737276e-08,True,True
F140,Fusion360Gallery,True,True,True,1,1,1,1,6,6,401.87249210729647,401.87249210729647,0.0,True,21.96936672658879,21.96936642747099,1.3615221798292644e-08,True,True
F141,Fusion360Gallery,True,True,True,1,1,1,1,6,6,1472.199147611243,1472.199147611243,0.0,True,29.819805581375334,29.819805237442505,1.1533704602630424e-08,True,True
F142,Fusion360Gallery,True,True,True,1,1,1,1,34,34,348.12638062444677,348.12638062444677,0.0,True,29.04922943290953,29.049229093168307,1.1695360952104213e-08,True,True
F143,Fusion360Gallery,True,True,True,1,1,1,1,3,3,1810.0421167275044,1810.0421167275044,0.0,True,27.494387609502425,27.494387269934,1.2350463357587122e-08,True,True
F144,Fusion360Gallery,True,True,True,1,1,1,1,6,6,1308.7078354974774,1308.7078354974774,0.0,True,25.953511413261463,25.95351109911075,1.210436265555347e-08,True,True
F145,Fusion360Gallery,True,True,True,1,1,1,1,12,12,211.59741819408782,211.59741819408782,0.0,True,26.10197710105737,26.101976808557872,1.1206028397432327e-08,True,True
F146,Fusion360Gallery,True,True,True,1,1,1,1,12,12,1377.420546004208,1377.420546004208,0.0,True,30.772814617225453,30.762375673189155,0.00033922616979128426,False,True
F147,Fusion360Gallery,True,True,True,1,1,1,1,11,11,55.42282343106754,55.42282343106754,0.0,True,23.9501800921088,23.95017977199986,1.3365617178508265e-08,True,True
F148,Fusion360Gallery,True,True,True,1,1,1,1,15,15,3.258912751355641,3.258912751355641,0.0,True,20.11341780523326,20.113399354667504,9.173262315014191e-07,True,True
F149,Fusion360Gallery,True,True,True,1,1,1,1,4,4,278.63844684158846,278.63844684158846,0.0,True,28.63853947208737,28.638539160369664,1.088455317959258e-08,True,True
F150,Fusion360Gallery,True,True,True,1,1,1,1,4,4,507.42502797957474,507.42502797957474,0.0,True,28.565714022233017,28.5657137141714,1.0784313498643938e-08,True,True
F151,Fusion360Gallery,True,True,True,1,1,1,1,6,6,700,700.0,0.0,True,24.54078268108008,24.540782383616055,1.2121211886744032e-08,True,True
F152,Fusion360Gallery,True,True,True,1,1,1,1,5,5,1499.6903202321628,1499.6903202321628,0.0,True,27.487371177000952,27.487370837451078,1.2352941001638318e-08,True,True
F153,Fusion360Gallery,True,True,True,1,1,1,1,231,231,137.48630819090636,137.48630819090636,0.0,True,25.461375058391354,25.46088623792048,1.9198510282855773e-05,False,True
